Group_ID,Sub_Group_ID,id,institutionCode,catalogNumber,recordedBy,associatedCollectors,recordNumber,eventDate,habitat,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,allowed_institution_count
69,84,13463663,LL,LL00434385,Barton H. Warnock|Wanda Mullins,,14453.0,1957-05-04,,United States,Texas,Crane,,Six-fourteen miles west of Crane (road 329).,,,,,,,,,,,,23
69,84,13438059,LL,LL00315802,Barton H. Warnock|Wanda Mullins,,14448.0,1957-05-04,Infrequent perennial; limestone soil.,United States,Texas,Crane,,Six-fourteen miles west of Crane (road 329).,,,,,,,,,,,,23
69,84,13437741,LL,LL00314729,Barton H. Warnock|Wanda Mullins,,14447.0,1957-05-04,Frequent perennial; sandy soil.,United States,Texas,Crane,,Six to fourteen miles west of Crane (road 329).,,,,,,,,,,,,23
69,84,13440154,LL,LL00323105,Barton H. Warnock|Wanda Mullins,,14446.0,1957-05-04,Abundant perennial; climas; sandy soil.,United States,Texas,Crane,,Six-fourteen miles west of Crane (road 329).,,,,,,,,,,,,23
69,84,13432745,LL,LL00297046,Barton H. Warnock|Wanda Mullins,,14449.0,1957-05-04,Abundant annual; sandy soil.,United States,Texas,Crane,,Six-fourteen miles west of Crane (road 329).,,,,,,,,,,,,23
69,84,13453213,LL,LL00378729,Barton H. Warnock|Wanda Mullins,,14445.0,1957-05-04,Frequent low oak; sandy soil.,United States,Texas,Crane,,Six-fourteen miles west of Crane (road 329).,,,,,,,,,,,,23
69,84,13538145,TEX,TEX00308847,Barton H. Warnock|Wanda Mullins,,14445.0,1957-05-04,Frequent low oak; sandy soil.,United States,Texas,Crane,,Six-fourteen miles west of Crane (read 329).,,,,,,,,,,,,23
69,85,13425191,LL,LL00041248,Barton H. Warnock|Wanda Mullins,,14430.0,1957-05-04,Abundant locally; annual herb; sandy soil.,United States,Texas,Crane,,Six-fourteen miles west of Crane (road 329).,,,,,,,,,,,,23
69,85,13425292,LL,LL00041613,Barton H. Warnock|Wanda Mullins,,14440.0,1957-05-04,Infrequent annual; sandy soil.,United States,Texas,Crane,,Six-fourteen miles west of Crane (road 329).,,,,,,,,,,,,23
69,85,13458636,LL,LL00400313,Barton H. Warnock|Wanda Mullins,,14433.0,1957-05-04,Frequent annual; sandy soil.,United States,Texas,Crane,,Six to fourteen miles west of Crane (road 329).,,31.398242,-102.523283,,10000.0,,,,,,,23
69,86,13440056,LL,LL00322760,Barton H. Warnock|Wanda Mullins,,14442.0,1957-05-04,Infrequent perennial; sandy soil.,United States,Texas,Crane,,Six-fourteen miles west of Crane (road 329).,,,,,,,,,,,,23
69,86,13430301,LL,LL00289503,Barton H. Warnock|Wanda Mullins,,14441.0,1957-05-04,Infrequent shrub; two-six feet tall; sandy soil.,United States,Texas,Crane,,Six-fourteen miles west of Crane (road 329).,,,,,,,,,,,,23
69,87,13448702,LL,LL00354774,Barton H. Warnock|Wanda Mullins,,14407.0,1957-05-04,Frequent herb in sandy soil.,United States,Texas,Crane,,Six-fourteen miles W of Crane (road 329).,,,,,,,,,,,,23
58,62,9128047,BRIT,NLU0235210,Barton H. Warnock,,15460.0,1957-06-28,,United States,Texas,Crane,,thirteen miles north of Imperial.,,,,,,,,,,,,18
58,62,13432716,LL,LL00296900,Barton H. Warnock,,15463.0,1957-06-28,Very abundant annual.,United States,Texas,Crane,,Thirteen miles north of Imperial.,,,,,,,,,,,,18
58,62,13427481,LL,LL00280192,Barton H. Warnock,,,1957-06-28,Tall annual; abundant locally.,United States,Texas,Crane,,Thirteen miles north of Imperial.,,,,,,,,,,,,18
58,62,13436058,LL,LL00309886,Barton H. Warnock,,15469.0,1957-06-28,Abundant; flower green.,United States,Texas,Crane,,Thirteen miles north of Imperial.,,,,,,,,,,,,18
58,62,13428478,LL,LL00283620,Barton H. Warnock,,15464.0,1957-06-28,Frequent annual; flowers orange.,United States,Texas,Crane,,Thirteen miles north of Imperial.,,,,,,,,,,,,18
58,62,13442538,LL,LL00332048,Barton H. Warnock,,15462.0,1957-06-28,,United States,Texas,Crane,,Thirteen miles north of Imperial.,,,,,,,,,,,,18
58,62,13432668,LL,LL00296774,Barton H. Warnock,,15470.0,1957-06-28,Tall annual; abundant locally.,United States,Texas,Crane,,Thirteen miles north of Imperial.,,,,,,,,,,,,18
58,63,16579748,BRIT,BRIT314465,Barton H. Warnock,,15486.0,1957-06-28,,United States,Texas,Crane,,thirteen miles north of Imperial.,,,,,,,,,,,,18
58,63,13435720,LL,LL00308848,Barton H. Warnock,,15493.0,1957-06-28,Frequent shrub.,United States,Texas,Crane,,Thirteen miles north of Imperial.,,,,,,,,,,,,18
58,63,13428411,LL,LL00283375,Barton H. Warnock,,15487.0,1957-06-28,Frequent annual.,United States,Texas,Crane,,Thirteen miles north of Imperial.,,,,,,,,,,,,18
58,63,13440397,LL,LL00323883,Barton H. Warnock,,15495.0,1957-06-28,Infrequent annual.,United States,Texas,Crane,,Thirteen miles north of Imperial.,,,,,,,,,,,,18
58,63,13432824,LL,LL00297301,Barton H. Warnock,,15494.0,1957-06-28,Frequent annual.,United States,Texas,Crane,,Thirteen miles north of Imperial.,,,,,,,,,,,,18
58,63,13439372,LL,LL00320371,Barton H. Warnock,,15488.0,1957-06-28,,United States,Texas,Crane,,Thirteen miles north of Imperial.,,,,,,,,,,,,18
58,64,13453210,LL,LL00378726,Barton H. Warnock,,15506.0,1957-06-28,One clump of oaks about twenty-five feet tall; this is if a love oak.,United States,Texas,Crane,,Thirteen miles north of Imperial.,,,,,,,,,,,,18
58,65,13442625,LL,LL00332431,Barton H. Warnock,,15525.0,1957-06-28,Rare; parasite on oaks; flowers lavender.,United States,Texas,Crane,,Thirteen miles north of Imperial.,,,,,,,,,,,,18
58,65,13438809,LL,LL00318426,Barton H. Warnock,,15532.0,1957-06-28,,United States,Texas,Crane,,Thirteen miles north of Imperial.,,,,,,,,,,,,18
58,65,13451662,LL,LL00367594,Barton H. Warnock,,15526.0,1957-06-28,,United States,Texas,Crane,,Thirteen miles north of Imperial.,,,,,,,,,,,,18
58,66,13425368,LL,LL00041897,Barton H. Warnock,,15474.0,1957-06-28,Abundant locally; flowers white.,United States,Texas,Crane,,Thirteen miles north of Imperial.,,,,,,,,,,,,18
74,95,13425615,LL,LL00044018,Barton H. Warnock,,14704.0,1957-05-24,Infrequent; perennial; flowers greenish; limestone soil.,United States,Texas,Crane,,Three to eight miles south of Crane.,,,,,,,,,,,,14
74,95,13432691,LL,LL00296829,Barton H. Warnock,,14699.0,1957-05-24,Abundant; annual; limestone soil.,United States,Texas,Crane,,Three to eight miles south of Crane.,,,,,,,,,,,,14
74,95,13425263,LL,LL00041518,Barton H. Warnock,,14709.0,1957-05-24,Infrequent; annual; limestone soil.,United States,Texas,Crane,,Three to eight miles south of Crane.,,,,,,,,,,,,14
74,95,13427968,LL,LL00281904,Barton H. Warnock,,14710.0,1957-05-24,Infrequent; low perennial herb; small lavender flower; limestone soil.,United States,Texas,Crane,,Three to eight miles south of Crane.,,,,,,,,,,,,14
74,95,13428973,LL,LL00285082,Barton H. Warnock,,14712.0,1957-05-24,Frequent; spreading; annual; good browse plant; limestone soil.,United States,Texas,Crane,,Three to eight miles south of Crane.,,,,,,,,,,,,14
74,95,13425064,LL,LL00040858,Barton H. Warnock,,14711.0,1957-05-24,Frequent; low annual; flower bluish to lavender to white; limestone soil.,United States,Texas,Crane,,Three to eight miles south of Crane.,,,,,,,,,,,,14
74,95,13458063,LL,LL00398429,Barton H. Warnock,,14701.0,1957-05-24,Frequent; ascending; annual; limestone soil.,United States,Texas,Crane,,Three to eight miles south of Crane.,,,,,,,,,,,,14
74,95,13519971,TEX,TEX00281632,Barton H. Warnock,,14707.0,1957-05-24,Infrequent; perennial; pungent herb; limestone soil.,United States,Texas,Crane,,Three to eight miles south of Crane.,,,,,,,,,,,,14
74,96,13432542,LL,LL00296271,Barton H. Warnock,,14679.0,1957-05-24,Limestone soil.,United States,Texas,Crane,,Three to eight miles south of Crane.,,,,,,,,,,,,14
74,96,13448125,LL,LL00353261,Barton H. Warnock,,14686.0,1957-05-24,Frequent perennial herb.,United States,Texas,Crane,,Three to eight miles south of Crane.,,,,,,,,,,,,14
74,96,13422120,LL,LL00031712,Barton H. Warnock,,14681.0,1957-05-24,Infrequent; ill-smelling vine; mostly dioecious; limestone soil.,United States,Texas,Crane,,Three to eight miles south of Crane.,,,,,,,,,,,,14
74,96,13427663,LL,LL00280791,Barton H. Warnock,,14675.0,1957-05-24,Frequent; glandular; prostrate; pink perianth; trailing herb; limestone soil.,United States,Texas,Crane,,Three to eight miles south of Crane.,,,,,,,,,,,,14
74,96,13460528,LL,LL00407493,Barton H. Warnock,,14676.0,1957-05-24,Infrequent shrub; two to four feet tall; limestone soil.,United States,Texas,Crane,,Three to eight miles south of Crane.,,,,,,,,,,,,14
74,96,13428512,LL,LL00283720,Barton H. Warnock,,14684.0,1957-05-24,Frequent annual; limestone soil.,United States,Texas,Crane,,Three to eight miles south of Crane.,,,,,,,,,,,,14
68,81,13433232,LL,LL00298956,Billie Lee Turner,,,2000-04-30,"Limestone soils. Prostrate, flws. purple.",United States,Texas,Crane,,"Southeasternmost part of county along highway 67, just east of roadside park.",,31.08333,-102.35,,,,,,,,,12
68,81,13428072,LL,LL00282289,Billie Lee Turner,,,2000-04-30,Limestone soils.,United States,Texas,Crane,,"Southeasternmost part of county along hiway 67, just east of roadside park.",,31.08333,-102.35,,,,,,,,,12
68,81,13462438,LL,LL00415148,Billie Lee Turner,,,2000-04-30,Limestone soils.,United States,Texas,Crane,,"Southeasternmost part of county along hiway 67, just east of roadside park.",,,,,,,,,,,,12
68,81,13427705,LL,LL00280996,Billie Lee Turner,,,2000-04-30,Limestone soils.,United States,Texas,Crane,,"Southeasternmost part of county along hiway 67, just east of roadside park.",,31.08333,-102.35,,,,,,,,,12
68,81,13463548,LL,LL00427698,Billie Lee Turner,,,2000-04-30,Limestone soils.,United States,Texas,Crane,,"Southeasternmost part of county along Hwy. 67, just E of roadside park.",,31.08333,-102.35,,,,,,,,,12
68,81,13440057,LL,LL00322762,Billie Lee Turner,,,2000-04-30,Limestone soils.,United States,Texas,Crane,,"Southeasternmost part of county along highway 67, just east of roadside park.",,31.08333,-102.35,,,,,,,,,12
68,81,13448438,LL,LL00353933,Billie Lee Turner,,,2000-04-30,Limestone soils.,United States,Texas,Crane,,"Southeasternmost part of county along highway 67, just east of roadside park.",,31.08333,-102.35,,,,,,,,,12
68,81,13427692,LL,LL00280980,Billie Lee Turner,,,2000-04-30,Limestone soils.,United States,Texas,Crane,,"Southeasternmost part of county along hiway 67, just east of roadside park.",,31.08333,-102.35,,,,,,,,,12
68,81,13448949,LL,LL00355688,Billie Lee Turner,,,2000-04-30,Limestone soils.,United States,Texas,Crane,,"Southeasternmost part of county along highway 67, just east of roadside park.",,31.08333,-102.35,,,,,,,,,12
68,81,13565923,TEX,TEX00347605,Billie Lee Turner,,,2000-04-30,Limestone soils with a mixture of sand. Photographs only.,United States,Texas,Crane,,"Southeasternmost part of county along hiway 67, just east of roadside park.",,31.08333,-102.35,,,,,,,,,12
68,81,13521412,TEX,TEX00283671,Billie Lee Turner,,,2000-04-30,Limestone soils. Shrub.,United States,Texas,Crane,,"Southeastermost part of county along hiway 67, just east of roadside park.",,31.08333,-102.35,,,,,,,,,12
68,81,13609575,TEX,TEX00415967,Billie Lee Turner,,,2000-04-30,Limestone soils.,United States,Texas,Crane,,"Southeasternmost part of county along hiway 67, just east of roadside park.",,30.08333,-102.35,,,,,,,,,12
5,5,14226506,BRIT,BRIT260359,B. C. Tharp,,,1941-07-11,,United States,Texas,Crane,,6 mi S Crane.,,,,,,,,,,,,10
5,5,14244630,BRIT,BRIT331142,B. C. Tharp,,,1941-07-11,,United States,Texas,Crane,,6 mi. S Crane.,,,,,,,,,,,,10
5,5,14247257,BRIT,BRIT335239,B. C. Tharp,,,1941-07-11,,United States,Texas,Crane,,6 mi. S. Crane.,,,,,,,,,,,,10
5,5,14247375,BRIT,BRIT335153,B. C. Tharp,,,1941-07-11,,United States,Texas,Crane,,6 mi. S. Crane.,,,,,,,,,,,,10
5,5,14248590,BRIT,BRIT337992,B. C. Tharp,,,1941-07-11,,United States,Texas,Crane,,6 mi. S. Crane.,,,,,,,,,,,,10
5,5,14257241,BRIT,BRIT493408,B. C. Tharp,,,1941-07-11,,United States,Texas,Crane,,6 mi S Crane.,,,,,,,,,,,,10
5,5,24849154,BRIT,BRIT364591,B. C. Tharp,,,1941-07-11,,United States,Texas,Crane,,6 mi. s. Crane.,,,,,,,,,,,,10
5,5,24852496,BRIT,BRIT374772,B.C. Tharp,,,1941-07-11,,United States,Texas,Crane,,6 mi. s. Crane.,,,,,,,,,,,,10
5,5,24922351,BRIT,BRIT451351,B. C. Tharp,,137.0,1941-07-11,,United States,Texas,Crane,,6 mi S. Crane.,,,,,,,,,,,,10
5,5,24926986,BRIT,BRIT377554,B. C. Tharp,,,1941-07-11,,United States,Texas,Crane,,6 mi. S. Crane.,,,,,,,,,,,,10
114,154,13421024,LL,LL00026980,Barton H. Warnock,,15451.0,1957-06-18,Frequent low perennial; gyp soil.,United States,Texas,Crane,,5-8 mi. N of Imperial.,,,,,,,,,,,,10
114,155,13421160,LL,LL00027548,Barton H. Warnock,,15446.0,1957-06-28,Frequent tall perennial; flwrs. yellow; gyp soil.,United States,Texas,Crane,,5-8 mi. N of Imperial.,,,,,,,,,,,,10
114,155,13423540,LL,LL00035766,Barton H. Warnock,,15456.0,1957-06-28,Infrequent annual; gyp soil.,United States,Texas,Crane,,5-8 mi. N of Imperial.,,,,,,,,,,,,10
114,155,13423716,LL,LL00036196,Barton H. Warnock,,15452.0,1957-06-28,Frequent annual; gyp soil.,United States,Texas,Crane,,5-8 mi. N of Imperial.,,,,,,,,,,,,10
114,155,13421059,LL,LL00027100,Barton H. Warnock,,15445.0,1957-06-28,Frequent perennial; fls. yellow; gyp soil.,United States,Texas,Crane,,5-8 mi. N of Imperial.,,,,,,,,,,,,10
114,155,13423445,LL,LL00035506,Barton H. Warnock,,15437.0,1957-06-28,Frequent perennial; flwrs. pink; gyp soil.,United States,Texas,Crane,,5-8 mi. N of Imperial.,,,,,,,,,,,,10
114,155,13496887,TEX,TEX00030343,Barton H. Warnock,,15438.0,1957-06-28,Frequent perennial; fls. white; gyp soil.,United States,Texas,Crane,,5-8 mi. N of Imperial.,,31.367268,-102.69265,,10000.0,,,,,,,10
114,156,13423521,LL,LL00035720,Barton H. Warnock,,15434.0,1957-06-28,Frequent perennial; gyp soil.,United States,Texas,Crane,,5-8 mi. N of Imperial.,,31.361487,-102.630852,,8000.0,,,,,,,10
114,156,13423521,LL,LL00035720,Barton H. Warnock,,15434.0,1957-06-28,Frequent perennial; gyp soil.,United States,Texas,Crane,,5-8 mi. N of Imperial.,,31.361487,-102.630852,,8000.0,,,,,,,10
114,157,13416200,LL,LL00011200,Barton H. Warnock,,15457.0,1957-06-28,"Infrequent annual, gyp soil.",United States,Texas,Crane,,5-8 mi. N of Imperial.,,,,,,,,,,,,10
76,98,13448855,LL,LL00355379,Barton H. Warnock|Wanda Mullins,,14393.0,1957-05-04,Frequent shrub in sandy soil.,United States,Texas,Crane,,6-14 miles west of Crane (road 329).,,31.398242,-102.523283,,10000.0,,,,,,,9
76,98,13459388,LL,LL00402960,Barton H. Warnock|Wanda Mullins,,14396.0,1957-05-04,"Infrequent perennial herb, flowers blue, limestone soil.",United States,Texas,Crane,,"6-14 miles W of Crane, Road 329.",,,,,,,,,,,,9
76,98,13457543,LL,LL00395947,Barton H. Warnock|Wanda Mullins,,14392.0,1957-05-04,"Flowers white, frequent annual in sandy soil.",United States,Texas,Crane,,"6-14 miles W of Crane, (Road 329).",,,,,,,,,,,,9
76,98,13595222,TEX,TEX00395266,Barton H. Warnock|Wanda Mullins,,14397.0,1957-05-04,"Frequent perennial herb, limestone soil.",United States,Texas,Crane,,"6-14 miles W of Crane, Road 329.",,,,,,,,,,,,9
76,99,13464268,LL,LL00439915,Barton H. Warnock|Wanda Mullins,,14426.0,1957-05-04,Infrequent perennial herb; limestone soil.,United States,Texas,Crane,,6-14 miles W of Crane (road 329).,,,,,,,,,,,,9
76,99,13616654,TEX,TEX00439861,Barton H. Warnock|Wanda Mullins,,14426.0,1957-05-04,Infrequent perennial herb; limestone soil.,United States,Texas,Crane,,6-14 miles W of Crane (road 329).,,,,,,,,,,,,9
76,100,13432424,LL,LL00295810,Barton H. Warnock|Wanda Mullins,,14450.0,1957-05-04,Frequent shrub-tree; 2-4 feet tall; disclimax. Limestone soil.,United States,Texas,Crane,,6-14 miles west of Crane (road 329).,,31.39889,-102.48139,,10000.0,,,,,,,9
76,100,13432043,LL,LL00294362,Barton H. Warnock|Wanda Mullins,,14443.0,1957-05-04,Infrequent spreading vine; sandy soil.,United States,Texas,Crane,,6-14 miles west of Crane (road 329).,,,,,,,,,,,,9
76,100,13550922,TEX,TEX00327403,Barton H. Warnock|Wanda Mullins,,14451.0,1957-05-04,Frequent annual. Sandy soil.,United States,Texas,Crane,,"6 - 14 miles W of Crane, road 329.",,,,,,,,,,,,9
