Group_ID,Sub_Group_ID,id,institutionCode,catalogNumber,recordedBy,associatedCollectors,recordNumber,eventDate,habitat,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,allowed_institution_count
1,4,13444990,LL,LL00341929,Barton H. Warnock,,10635.0,1952-07-13,Frequent and widespread annual in sandy soil along highway.,United States,Texas,Loving,,Along highway between Wink and Mentone.,,,,,,,,,,,,81
1,4,13424798,LL,LL00040078,Barton H. Warnock,,10643.0,1952-07-13,Frequent annual in sandy soil.,United States,Texas,Loving,,Along highway between Wink and Mentone.,,,,,,,,,,,,81
1,5,24840058,BRIT,BRIT352525,Barton H. Warnock,,10673.0,1952-07-13,In limestone soil along hiway.,United States,Texas,Loving,,Along highway between Wink and Mentone.,,,,,,,,,,,,81
1,5,26812883,BRIT,BRIT394761,Barton H. Warnock,,10668.0,1952-07-13,Sandy soil along highway.,United States,Texas,Loving,,Along highway between Wink and Mentone.,,,,,,,,,,,,81
1,5,13440152,LL,LL00323103,Barton H. Warnock,,10668.0,1952-07-13,Frequent perennial; sandy soil.,United States,Texas,Loving,,Along highway between Winka and Mentone.,,,,,,,,,,,,81
12,17,14240802,BRIT,BRIT309803,Barton H. Warnock,,10726.0,1952-07-13,In sandy soil along highway.,United States,Texas,Loving,,Along highway about 6 miles west of Mentone.,,,,,,,,,,,,34
12,18,14253729,BRIT,BRIT493894,Barton H. Warnock,,10623.0,1952-07-13,In limestone soil along highway.,United States,Texas,Loving,,Along highway about 3 miles west of Mentone.,,,,,,,,,,,,34
12,18,14260328,BRIT,BRIT336043,Barton H. Warnock,,10620.0,1952-07-13,In limestone soil along highway.,United States,Texas,Loving,,Along highway about 3 miles west of Mentone.,,,,,,,,,,,,34
12,18,24852515,BRIT,BRIT374791,Barton H. Warnock,,10628.0,1952-07-13,,United States,Texas,Loving,,Along highway about 3 miles west of Mentone.,,,,,,,,,,,,34
12,18,24923462,BRIT,BRIT459519,Barton H. Warnock,,10625.0,1952-07-13,Limestone soil along highway.,United States,Texas,Loving,,Along highway about 3 miles west of Mentone.,,,,,,,,,,,,34
12,18,24926342,BRIT,BRIT459545,Barton H. Warnock,,10629.0,1952-07-13,In limestone soil along highway;,United States,Texas,Loving,,Along highway about 3 miles west of Mentone.,,,,,,,,,,,,34
12,18,24928546,BRIT,BRIT459979,Barton H. Warnock,,10624.0,1952-07-13,In limestone soil along highway.,United States,Texas,Loving,,Along highway about 3 miles west of Mentone.,,,,,,,,,,,,34
12,18,24932286,BRIT,BRIT454495,Barton H. Warnock,,10622.0,1952-07-13,In limestone soil along highway.,United States,Texas,Loving,,Along highway about 3 miles west of Mentone.,,,,,,,,,,,,34
12,18,26786545,BRIT,BRIT416499,Barton H. Warnock,,10626.0,1952-07-13,In limestone soil along highway.,United States,Texas,Loving,,Along highway about 3 miles west of Mentone.,,,,,,,,,,,,34
12,18,26786703,BRIT,BRIT416498,BartonÂ H.Â Warnock,,10627.0,1952-07-13,In limestone soil along highway.,United States,Texas,Loving,,Along highway about 3 miles west of Mentone.,,,,,,,,,,,,34
12,18,26798668,BRIT,BRIT411072,BartonÂ H.Â Warnock,,10626.0,1952-07-13,In limestone soil along highway.,United States,Texas,Loving,,Along highway about 3 miles west of Mentone.,,,,,,,,,,,,34
12,18,13437406,LL,LL00313494,Barton H. Warnock,,10626.0,1952-07-13,Infrequent and widespread annual in limestone soil.,United States,Texas,Loving,,Along highway about 3 miles west of Mentone.,,,,,,,,,,,,34
12,18,13428480,LL,LL00283622,Barton H. Warnock,,10625.0,1952-07-13,Frequent annual; limestone soil.,United States,Texas,Loving,,Along highway about 3 miles west of Mentone.,,,,,,,,,,,,34
12,18,13438348,LL,LL00316792,Barton H. Warnock,,10627.0,1952-07-13,Frequent and widespread annual in limestone soil.,United States,Texas,Loving,,Along highway about 3 miles west of Mentone.,,,,,,,,,,,,34
12,18,13460678,LL,LL00407858,Barton H. Warnock,,10620.0,1952-07-13,Frequent and widespread annual in limestone soil. Male.,United States,Texas,Loving,,Along highway about 3 miles west of Mentone.,,,,,,,,,,,,34
12,18,13428513,LL,LL00283721,Barton H. Warnock,,10624.0,1952-07-13,Frequent annual; flowers yellow; limestone soil.,United States,Texas,Loving,,Along highway about 3 miles west of Mentone.,,,,,,,,,,,,34
12,18,13428469,LL,LL00283594,Barton H. Warnock,,10629.0,1952-07-13,Sparse annual in limestone soil.,United States,Texas,Loving,,Along highway about 3 miles west of Mentone.,,,,,,,,,,,,34
12,19,14255175,BRIT,BRIT341034,Barton H. Warnock,,10677.0,1952-07-13,In limestone soil along highway.,United States,Texas,Loving,,Along highway about 3 miles west of Mentone.,,,,,,,,,,,,34
12,19,14259633,BRIT,BRIT369567,Barton H. Warnock,,10675.0,1952-07-13,Limestone soil along highway.,United States,Texas,Loving,,Along highway about 3 miles west of Mentone.,,,,,,,,,,,,34
12,19,14260093,BRIT,BRIT370106,Barton H. Warnock,,10679.0,1952-07-13,In limestone soil.,United States,Texas,Loving,,Along highway about 3 miles west of Mentone.,,,,,,,,,,,,34
12,19,14260327,BRIT,BRIT336042,Barton H. Warnock,,10676.0,1952-07-13,In limestone soil along highway.,United States,Texas,Loving,,Along highway about 3 miles west of Mentone.,,,,,,,,,,,,34
12,19,24851080,BRIT,BRIT367731,Barton H. Warnock,,10674.0,1952-07-13,In limestone soil.,United States,Texas,Loving,,Along highway about 3 miles west of Mentone.,,,,,,,,,,,,34
12,19,26786431,BRIT,BRIT393854,BartonÂ H.Â Warnock,,10680.0,1952-07-13,In limestone soil along highway.,United States,Texas,Loving,,Along highway about 3 miles west of Mentone.,,,,,,,,,,,,34
12,19,26788938,BRIT,BRIT395530,Barton H. Warnock,,10681.0,1952-07-13,In limestone soil along highway.,United States,Texas,Loving,,Along highway about 3 miles west of Mentone.,,,,,,,,,,,,34
12,19,26794633,BRIT,BRIT412860,Barton H. Warnock,,10678.0,1952-07-13,In limestone soil along highway.,United States,Texas,Loving,,Along highway about 3 miles west of Mentone.,,,,,,,,,,,,34
12,19,26807043,BRIT,BRIT367964,Barton H. Warnock,,10672.0,1952-07-13,In limestone soil along highway.,United States,Texas,Loving,,Along highway about 3 miles west of Mentone.,,,,,,,,,,,,34
12,19,30620296,BRIT,BRIT693120,Barton H. Warnock,,10672.0,1952-07-13,In limestone soil along highway.,United States,Texas,Loving,,Along highway about 3 miles west of Mentone.,,,,,,,,,,,,34
12,19,13437740,LL,LL00314725,Barton H. Warnock,,10678.0,1952-07-13,Frequent perennial in limestone soil.,United States,Texas,Loving,,Along highway about 3 miles west of Mentone.,,,,,,,,,,,,34
12,19,13434716,LL,LL00304329,Barton H. Warnock,,10680.0,1952-07-13,Frequent perennial in limestone soil.,United States,Texas,Loving,,Along highway about 3 miles west of Mentone.,,,,,,,,,,,,34
12,19,13440281,LL,LL00323530,Barton H. Warnock,,10681.0,1952-07-13,Frequent in limestone soil.,United States,Texas,Loving,,Along highway about 3 miles west of Mentone.,,,,,,,,,,,,34
12,19,13460679,LL,LL00407859,Barton H. Warnock,,10676.0,1952-07-13,Frequent annual in limestone soil. Female.,United States,Texas,Loving,,Along highway about 3 miles west of Mentone.,,,,,,,,,,,,34
12,20,14263167,BRIT,BRIT493298,Barton H. Warnock,,10654.0,1952-07-13,Gyp soil along highway.,United States,Texas,Loving,,Along highway about 3 miles west of Mentone.,,,,,,,,,,,,34
12,20,24850107,BRIT,BRIT365546,Barton H. Warnock,,10652.0,1952-07-13,,United States,Texas,Loving,,Along highway about 2 miles west of Mentone.,,,,,,,,,,,,34
12,20,13430629,LL,LL00290585,Barton H. Warnock,,10652.0,1952-07-13,Infrequent in gyp soil along highway.,United States,Texas,Loving,,Along highway about 2 miles west of Mentone.,,,,,,,,,,,,34
11,16,14240753,BRIT,BRIT299706,Lloyd H. Shinners,,32527.0,1968-10-06,"Roadside, sand and gravel.",United States,Texas,Loving,,1.2 miles east of Mentone.,,,,,,,,,,,,13
11,16,14241782,BRIT,BRIT309447,Lloyd H. Shinners,,32530.0,1968-10-06,"Roadside, sand and gravel. (Mostly at road margin.)",United States,Texas,Loving,,1.2 miles east of Mentone.,,,,,,,,,,,,13
11,16,14242442,BRIT,BRIT329218,Lloyd H. Shinners,,32531.0,1968-10-06,"Roadside, sand and gravel.",United States,Texas,Loving,,1.2 miles east of Mentone.,,,,,,,,,,,,13
11,16,14244837,BRIT,BRIT328632,Lloyd H. Shinners,,32529.0,1968-10-06,"Roadside, sand and gravel.",United States,Texas,Loving,,1.2 miles east of Mentone.,,,,,,,,,,,,13
11,16,14247791,BRIT,BRIT336986,Lloyd H. Shinners,,32528.0,1968-10-06,"Roadside, sand and gravel.",United States,Texas,Loving,,1.2 miles east of Mentone.,,,,,,,,,,,,13
11,16,14247848,BRIT,BRIT337453,Lloyd H. Shinners,,32528.0,1968-10-06,"Roadside, sand and gravel.",United States,Texas,Loving,,1.2 miles east of Mentone.,,,,,,,,,,,,13
11,16,16667188,BRIT,BRIT288797,Lloyd H. Shinners,,32531.0,1968-10-06,Roadside,United States,Texas,Loving,,1.2 miles east of Mentone.,,,,,,,,,,,,13
11,16,16667271,BRIT,BRIT293937,Lloyd H. Shinners,,32528.0,1968-10-06,"Roadside, sand and gravel.",United States,Texas,Loving,,1.2 miles east of Mentone.,,,,,,,,,,,,13
11,16,16674738,BRIT,BRIT294417,Lloyd H. Shinners,,32527.0,1968-10-06,Roadside,United States,Texas,Loving,,1.2 miles east of Mentone.,,,,,,,,,,,,13
11,16,16687201,BRIT,BRIT288796,Lloyd H. Shinners,,32531.0,1968-10-06,"Roadside, sand and gravel.",United States,Texas,Loving,,1.2 miles east of Mentone.,,,,,,,,,,,,13
11,16,16689473,BRIT,BRIT293936,Lloyd H. Shinners,,32528.0,1968-10-06,"Roadside, sand and gravel.",United States,Texas,Loving,,1.2 miles east of Mentone.,,,,,,,,,,,,13
11,16,13607242,TEX,TEX00412723,Lloyd H. Shinners,,,1968-10-06,"Roadside, sand and gravel. Abundant. Rays and disk purplish rose.",United States,Texas,Loving,,1.2 miles east of Mentone.,,,,,,,,,,,,13
11,16,14242443,BRIT,BRIT329217,Lloyd H. Shinners,,32531.0,1968-10-07,"Roadside, sand and gravel.",United States,Texas,Loving,,1.2 miles east of Mentone.,,,,,,,,,,,,13
54,74,8820063,BRIT,NLU0046644,Becky Vanlandingham,,102.0,1970-05-30,,United States,Texas,Loving,,Beside Texas 302 at Pecos River Bridge.,,,,,,,,,,,,13
54,74,8903759,BRIT,NLU0106782,Becky Vanlandingham,,109.0,1970-05-30,,United States,Texas,Loving,,Beside Tex. 302 at Pecos River Bridge,,,,,,,,,,,,13
54,74,8903760,BRIT,NLU0106783,Becky VanLandingham,,104.0,1970-05-30,,United States,Texas,Loving,,Beside Tex. 302 at Pecos River Bridge,,,,,,,,,,,,13
54,74,8903767,BRIT,NLU0106790,Becky VanLandingham,,101.0,1970-05-30,,United States,Texas,Loving,,Beside Tex. 302 at Pecos River Bridge,,,,,,,,,,,,13
54,74,8903768,BRIT,NLU0106791,Becky VanLandingham,,92.0,1970-05-30,,United States,Texas,Loving,,Beside Tex. 302 at Pecos River Bridge,,,,,,,,,,,,13
54,74,8933908,BRIT,NLU0125021,Becky VanLandingham,,98.0,1970-05-30,,United States,Texas,Loving,,Beside Tex. 302 at Pecos River Bridge,,,,,,,,,,,,13
54,74,8966762,BRIT,NLU0149169,Becky VanLandingham,,97.0,1970-05-30,,United States,Texas,Loving,,Beside Tex. 302 at Pecos River Bridge,,,,,,,,,,,,13
54,74,8966763,BRIT,NLU0149170,Becky VanLandingham,,95.0,1970-05-30,,United States,Texas,Loving,,Beside Tex. 302 at Pecos River Bridge,,,,,,,,,,,,13
54,74,8967223,BRIT,NLU0149623,Becky VanLandingham,,100.0,1970-05-30,,United States,Texas,Loving,,Beside Tex. 302 at Pecos River Bridge.,,,,,,,,,,,,13
54,74,9240014,BRIT,NLU0312628,Becky VanLandingham,,99.0,1970-05-30,,United States,Texas,Loving,,Beside Texas 302 at Pecos River Bridge.,,,,,,,,,,,,13
54,74,9240028,BRIT,NLU0312636,Becky Vanlandingham,,106.0,1970-05-30,,United States,Texas,Loving,,Beside Tex. 302 at Pecos River Bridge,,,,,,,,,,,,13
54,74,9244252,BRIT,NLU0314960,Becky Vanlandingham,,96.0,1970-05-30,,United States,Texas,Loving,,Beside Tex. 302 at Pecos River Bridge,,,,,,,,,,,,13
54,75,9643656,BRIT,NLU0383805,Becky VanLandingham,,91.0,1970-05-30,,United States,Texas,Loving,,Beside Tex. 302 at Pecos River Bridge,,,,,,,,,,,,13
24,33,14259334,BRIT,BRIT369618,Barton H. Warnock,,10670.0,1952-07-13,"Along highway, limestone soil.",United States,Texas,Loving,,Along highway; 3 miles west of Mentone.,,,,,,,,,,,,7
